Número Identificador,Nome,Artigos Completos em Periódicos,Ano do Primeiro Artigo,Ano do Último Artigo,Livros Publicados/Organizados,Ano do Primeiro Livro,Ano do Último Livro,Capítulos de Livros Publicados,Ano do Primeiro Capítulo,Ano do Último Capítulo,Trabalhos Completos em Anais de Congressos,Ano do Primeiro Trabalho,Ano do Último Trabalho,Resumos Expandidos em Anais de Congressos,Ano do Primeiro Resumo Expandido,Ano do Último Resumo Expandido,Resumos em Anais de Congressos,Ano do Primeiro Resumo,Ano do Último Resumo,Apresentação de Trabalhos,Ano da Primeira Apresentação,Ano da Última Apresentação
0003098323248183,Raul Lemos Arthuso,96,2011,2015,0,,,7,2014,2018,0,,,0,,,0,,,1,2014,2014
0003125655905368,Andreia de Menezes Olivo,14,2012,2012,0,,,0,,,12,2012,2006,10,2012,2015,0,,,4,2004,2020
,Natalia Moreno Gaino,7,2008,2012,0,,,0,,,0,,,0,,,0,,,30,2008,2013
0003177602765341,Artur Luís de Abreu Mendes,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0003183998845253,Yasmin Getirana Gonçalves Vicente,3,2018,2018,0,,,3,2017,2014,1,2014,2014,1,2014,2014,0,,,2,2019,2019
0003203018449879,Wagner Cipriano da Silva,0,,,0,,,0,,,1,2017,2017,0,,,0,,,1,2013,2013
0003203114454395,Adriano Barros de Almeida,0,,,0,,,0,,,0,,,0,,,0,,,2,1997,1997
0003224125812738,Luiz Felippe Matta Ramos,6,1998,2011,3,2007,2007,2,2011,2010,0,,,0,,,0,,,2,2009,2016
,Edith Stenzler Frankenthal,0,,,0,,,0,,,0,,,0,,,0,,,1,2003,2003
0003296362622289,Matheus lima moura de araújo,0,,,0,,,1,2018,2018,2,2017,2017,0,,,0,,,0,,
0003300868507923,Carolina Leite Barbosa Cajazeira,0,,,0,,,0,,,3,2007,2007,0,,,0,,,2,2012,2007
0003301264116733,Leide Gonçalves Cota,8,2012,2016,0,,,0,,,0,,,14,2007,2015,10,2007,2011,1,2005,2005
0003344209422360,Flavio Eduardo Magalhães Taam,0,,,0,,,0,,,0,,,0,,,0,,,1,2017,2017
0003358727929775,Sandra Regina Turke Mariano,0,,,0,,,0,,,4,2004,2008,6,1986,2008,0,,,11,1995,2007
0003376118859999,Consuelo Coelho Haviaras,1,1997,1997,0,,,1,1995,1995,3,1996,2003,0,,,0,,,0,,
0003382989619136,Tainá Maria Travassos Mota Martins,0,,,0,,,0,,,0,,,0,,,0,,,2,2017,2015
0003420707777154,Diego Fernando Burgos Beltrán,0,,,0,,,0,,,3,2015,2015,0,,,0,,,3,2015,2014
0003429941474126,Sirlene Pio Gomes da Silva Peixoto,1,2016,2016,0,,,0,,,3,2015,2015,2,2013,2012,2,2014,2013,0,,
0003430528765575,Brenner Stefan Gomes Silva,0,,,0,,,1,2006,2006,6,2005,2007,0,,,1,2003,2003,0,,
0003441608575946,Marcelle Napoleão do Rêgo Formiga,0,,,0,,,0,,,0,,,0,,,0,,,11,2003,2003
0003451285184317,Cleiton Santos Pessoa,6,2014,2016,1,2016,2016,1,2015,2015,0,,,2,2013,2010,0,,,10,2010,2011
0003457538179697,Alexandre Lobo Pinheiro,1,2020,2020,0,,,0,,,0,,,0,,,0,,,1,2018,2018
0003464795620381,Mayara Evelyn Vendramin,4,2011,2013,0,,,0,,,0,,,0,,,0,,,9,2010,2006
0003467141567774,Sergio Roithmann,13,2003,2016,0,,,8,1991,1995,0,,,0,,,0,,,12,2011,1994
0003525675357947,Janna Thainá Magalhães Mello,1,2020,2020,0,,,3,2020,2020,0,,,1,2019,2019,1,2020,2020,6,2016,2021
0003528019425524,Karla Regina Brunaldi,0,,,1,2014,2014,0,,,15,2002,2013,9,2001,2000,0,,,2,2009,2008
,Ermelinda Gonçalves Rodrigues,1,2006,2006,2,2008,2008,0,,,0,,,0,,,0,,,2,2005,2005
0003544430932137,Jader Cavalcanti de Albuquerque Neto,0,,,0,,,0,,,0,,,0,,,0,,,5,2014,2015
,Marco Antonio Tejero de Souza,0,,,0,,,0,,,0,,,0,,,0,,,2,2004,2004
0003575267121159,Karine Magalhães Fernandes Vieira,3,2009,2011,0,,,0,,,0,,,2,2005,2007,0,,,19,2005,2015
0003590616508894,Lucimara de Araujo Ramos,3,2007,2013,0,,,0,,,1,2010,2010,14,2005,2011,1,2009,2009,6,2005,2010
0003597278737136,Bruno Marinho Calado,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0003640291540990,Abdoulaye Boré,0,,,0,,,1,2003,2003,0,,,0,,,0,,,0,,
0003650449204797,Lucas Santiago Rodrigues,1,2021,2021,0,,,2,2016,2020,5,2018,2021,0,,,1,2015,2015,2,2015,2014
0003668987258134,Joyce da Silva Martins,3,2005,2011,0,,,0,,,0,,,15,2005,2004,0,,,11,2004,2005
0003681205949850,Guilherme Lucas Moreira Dias Almeida,0,,,0,,,0,,,0,,,0,,,0,,,3,2017,2016
0003684645152989,Ana Ivone Salomon Marques,0,,,0,,,0,,,0,,,0,,,0,,,4,2009,2009
0003687992674418,Bianca Fortes Palley,5,2014,2014,0,,,0,,,3,2012,2018,0,,,4,2012,2013,2,2012,2018
0003691257356865,Déborah Nogueira Araújo e Pio,1,2021,2021,0,,,1,2017,2017,0,,,0,,,0,,,1,2016,2016
0003697913297633,Klezio Darlain do Espirito Santo Silva,0,,,0,,,0,,,0,,,0,,,0,,,1,2011,2011
0003704200500571,Giselle Leonetti,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0003711103640686,Julio Damian Suni Mamani,0,,,0,,,0,,,1,2012,2012,0,,,0,,,0,,
0003730672405496,Alan Kardel Pereira dos Santos,0,,,0,,,1,2017,2017,3,1997,1997,5,1997,1998,0,,,4,2000,2017
0003745445112204,Claudia Miranda Leal Francisco,1,2012,2012,0,,,1,2017,2017,0,,,2,2015,2016,0,,,0,,
0003797881434693,Claudir José Daltoé,0,,,0,,,3,2006,2010,0,,,14,1999,2000,0,,,1,2005,2005
0003801317251812,Francisco Carlos Nogueira,2,2009,2015,0,,,1,2010,2010,5,2010,2010,1,2015,2015,0,,,15,2010,2010
0003858484811257,Airton Pretini Junior,0,,,0,,,3,2014,2016,0,,,0,,,0,,,13,2009,2010
0003863124134153,Edimilla Carneiro da Cunha Aguiar,1,2017,2017,0,,,0,,,0,,,4,2016,2019,0,,,1,2018,2018
0003904197903328,José Davi Cavalcante Moreira,1,2010,2010,0,,,1,2010,2010,3,2010,2010,0,,,0,,,1,2005,2005
0003922761278191,Fernanda da Silva Saraiva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0003934970227426,Marcus Bruno Fernandes Silva,0,,,0,,,0,,,1,2018,2018,4,2015,2016,1,2015,2015,8,2015,2017
0003999096301924,Jalberto Dória da Silva,1,2014,2014,0,,,0,,,4,2013,2013,1,2010,2010,0,,,5,2010,2013
0004017957218231,Gustavo Carlos Ferreira,0,,,0,,,0,,,4,2015,2015,1,2015,2015,0,,,0,,
0004019062759807,Caroline Poletti Dutra,0,,,0,,,0,,,0,,,0,,,0,,,1,2016,2016
0004024029583845,Audie Nathaniel Momm,0,,,0,,,0,,,0,,,1,2007,2007,0,,,1,1995,1995
0004055024467021,Luiz Ernandes Silva,1,2005,2005,0,,,0,,,0,,,0,,,0,,,0,,
,Carla Figueredo Molina,2,2009,2009,0,,,1,2009,2009,1,2008,2008,2,2008,2008,0,,,3,2008,2008
0004070872612317,Zeneida Parente Alves Neta,0,,,0,,,1,2013,2013,2,2005,2005,7,2006,2004,0,,,11,2008,2013
0004071200866945,Carolina Aschoff Diniz Sobreira Terto,0,,,0,,,0,,,0,,,9,2012,2014,0,,,11,2012,2014
0004097132014094,Gabriela Martins Ferigato,0,,,0,,,0,,,0,,,0,,,0,,,2,2017,2017
0004105384511862,Maria Regina Rodrigues Costa,0,,,0,,,0,,,0,,,0,,,0,,,1,2010,2010
0004107946099917,Jefferson Brandão Moreira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004111917936453,Fabricio Bondan,3,2014,2015,0,,,0,,,2,2013,2013,2,2012,2015,0,,,0,,
0004118216969205,Rafaela Taisa Menin,0,,,0,,,0,,,2,2018,2019,2,2008,2019,2,2018,2017,7,2011,2013
0004154728684342,Leonardo Figueira Colossi,0,,,0,,,0,,,0,,,0,,,0,,,1,2017,2017
0004174310341491,Tiago Sampaio Lins,0,,,0,,,0,,,2,2005,2010,0,,,2,2002,2003,0,,
0004185084430939,Sheila Glaucieli Fenske,2,2007,2005,0,,,0,,,4,2003,2008,2,2007,2008,1,2006,2006,6,2006,2008
0004194103108445,Marcelo Kochenborger Scarparo,0,,,0,,,1,2010,2010,0,,,4,2009,2010,0,,,0,,
0004197570197141,Pedro Fraga dos Santos,1,2007,2007,0,,,0,,,0,,,0,,,0,,,2,2006,2006
0004198994940122,Welington Henriques Fernandes,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004231833443665,Carlos Henrique Xavier Araujo,2,2020,2021,0,,,0,,,7,2014,2021,5,2018,2021,0,,,19,2016,2021
0004262696154412,Sergio Luiz Winkert,0,,,0,,,2,2017,2017,2,2014,2014,0,,,2,2014,2014,18,2014,2016
0004281736160732,Nina Ricardo Dias da Costa,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004309297800925,Ana Carolina Batista Brochado,3,2017,2015,0,,,0,,,0,,,3,2015,2018,4,2015,2017,8,2016,2017
0004313975033635,Denise Kruger Moser,0,,,0,,,0,,,0,,,0,,,0,,,1,2012,2012
0004322513099835,Rodrigo Lima Veloso Ribeiro,1,2018,2018,0,,,1,2019,2019,0,,,2,2021,2018,0,,,5,2018,2019
0004335526672254,Flávia da Silva Taques Vieira,1,2021,2021,0,,,1,2021,2021,0,,,0,,,0,,,5,2016,2017
0004359484697739,Adriana Cajado Costa,4,2003,2011,1,2009,2009,0,,,5,1996,2011,4,2002,2010,0,,,17,2006,2010
0004388301741973,Henry Alexandre Durante Machado,2,2006,2019,2,2014,2007,4,2009,1999,0,,,0,,,0,,,9,2012,2008
0004399003926049,Francyelle Gurgel de Castro Alves,0,,,0,,,1,2020,2020,0,,,0,,,6,2008,2007,3,2007,2018
,Thaine Regina Backes,4,2007,2008,0,,,0,,,12,2006,2008,8,2007,2008,6,2006,2009,18,2006,2009
0004427880964462,Thiago Bisolo,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004442536740306,Vanessa Biasi,3,2007,2007,0,,,0,,,1,2006,2006,17,2013,2014,1,2019,2019,0,,
0004442929046985,Daniel Luiz de Carvalho Mota,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Delta Doreste Badajoz,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004474201249470,Luana Redrang Grossi,1,2017,2017,0,,,0,,,0,,,0,,,0,,,0,,
0004480493744562,Guilherme Rezende Bessa Ferreira,1,2019,2019,0,,,0,,,1,2018,2018,0,,,0,,,1,2018,2018
0004488276814860,Creunice de Lourdes Fais,0,,,0,,,0,,,2,2007,2009,0,,,0,,,3,2007,2012
0004497105705958,Ana Maria Bercht,1,2018,2018,0,,,2,2019,2019,3,2013,2018,6,2013,2013,0,,,25,2013,2021
0004497153713189,Mariane Coppini,0,,,0,,,0,,,0,,,0,,,0,,,1,2016,2016
0004503010010121,Igor Ferreira Batista Martins,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004505249725173,Matheus Alan Cardoso Correa,0,,,0,,,0,,,0,,,0,,,0,,,3,2015,2011
0004526811128079,Djalou Joseph,0,,,0,,,0,,,0,,,0,,,1,2017,2017,0,,
0004529191717659,Danúbia Paula Cadore Favaretto,6,2015,2015,0,,,1,2019,2019,5,2015,2019,1,2018,2018,2,2015,2014,0,,
,Adhemar Bento Gomes Filho,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004533884731204,Edgar Teofilo do Rosario Neto,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004537973537029,Verena Rebeca Dias de Andrade,1,2019,2019,0,,,0,,,0,,,1,2012,2012,0,,,5,2013,2013
0004543454417551,Marcilio Ferraz da Silva,0,,,0,,,0,,,0,,,0,,,0,,,5,2010,2017
0004579621511616,Leila Giovana Izidoro,4,2018,2020,0,,,3,2017,2019,5,2018,2018,0,,,0,,,10,2012,2021
0004604310448888,Rosangela Breda Scipioni,7,1994,1997,0,,,0,,,0,,,0,,,0,,,2,1994,1994
0004677110889557,Aline da Trindade Quintela Santos,12,2002,2003,0,,,0,,,4,2002,2002,17,2002,2002,0,,,2,2015,2004
,Alan Araújo Monteiro de Souza,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004706974433504,Márcio Gonçalves Moreira,1,2016,2016,5,2015,2020,0,,,0,,,0,,,0,,,5,2018,2018
0004709327654588,Elizabeth David dos Santos,5,2005,2005,1,2015,2015,1,1998,1998,0,,,0,,,0,,,0,,
0004728135476342,Melina Gruber Endres,1,2018,2018,0,,,2,2017,2016,0,,,0,,,0,,,9,2017,2017
0004730081140352,Francisco Borges Rodrigues,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Marcia Brandão Zollinger,2,2000,2001,0,,,0,,,0,,,0,,,0,,,0,,
0004765307780517,Maria das Graças Reis Barreto,1,2021,2021,0,,,2,2018,2018,2,2015,2017,0,,,5,2016,2019,2,2015,2016
0004771466043417,Juliana Figueiredo Tokita,0,,,0,,,0,,,0,,,2,2009,2009,0,,,4,2010,2010
0004795305348532,Ricardo Marcelo Tichauer,1,2019,2019,0,,,0,,,1,2014,2014,0,,,0,,,2,2014,2013
0004803323285583,Felipe Osmar Berwanger Brochier,0,,,0,,,0,,,0,,,0,,,0,,,2,2013,2014
0004810409974934,Nathália Bauer Armbrust,1,2010,2010,0,,,0,,,0,,,4,2008,2008,0,,,3,2008,2008
0004811548524219,Aniel Pereira Braga Filho,0,,,0,,,0,,,0,,,0,,,0,,,3,2016,2015
0004813514449847,Adriana Amadeu Pinatti,1,1999,1999,0,,,0,,,4,2001,1998,2,1999,1998,0,,,1,2007,2007
0004815105458856,Patrícia Sanches Giordano,1,2010,2010,0,,,0,,,3,2006,2009,0,,,0,,,3,2009,2008
0004843775897200,Vinicius Eduardo Silva de Oliveira,2,2019,2018,0,,,0,,,0,,,2,2014,2016,0,,,3,2013,2014
0004848161894580,Angela Schmitz Peter,3,2005,2012,0,,,0,,,0,,,8,2004,2004,0,,,4,2005,2006
0004853560386727,Christina Tereza Portelada Bandeira de Oliveira,0,,,0,,,1,2004,2004,0,,,0,,,0,,,0,,
0004856095658604,Ladjane de Barros Silva,11,2011,2012,0,,,1,2016,2016,10,2012,2015,0,,,0,,,0,,
0004905013706665,Tathiana Paula Rodrigues Bezerra,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004907563292698,Elisa Kimus Dias Passos,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004910911997763,Thamires Regina Sarti Ribeiro Moreira,0,,,1,2017,2017,3,2016,2015,2,2012,2017,0,,,0,,,8,2012,2016
0004927015781143,Gruwer Iúri Maciel Nascimento,4,2013,2012,0,,,0,,,0,,,0,,,0,,,3,2016,2013
0004927049027316,Sebastião Lázaro Bonadio,0,,,0,,,0,,,0,,,2,2014,2013,0,,,4,2013,2011
,Luiz Antonio Carletto,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004972418929814,Wilderson da Silva Cardoso,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0004984118085349,José Carlos Bastos Junior,2,2018,2020,0,,,1,2020,2020,0,,,0,,,0,,,4,2013,2014
0005000111322850,Izabelle Galiardo Garcia,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005034981063261,Thais Saccardi,0,,,0,,,0,,,0,,,3,2004,2005,0,,,0,,
0005081480416678,Jessica Santana Bruno,2,2018,2018,1,2016,2016,1,2013,2013,0,,,1,2014,2014,0,,,10,2014,2014
0005083337704662,Ana América Gonçalves Fróes,1,2011,2011,0,,,0,,,0,,,0,,,0,,,0,,
0005104031391481,Mariana Falcão Chaise,6,2014,2021,0,,,2,2012,2011,10,2015,2020,0,,,0,,,11,2012,2016
0005127442510074,Adilson Lombardo,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005131228746311,Edmundo Arnildo Heuser,1,2011,2011,0,,,0,,,0,,,0,,,0,,,0,,
0005161423523776,Danilo Henrique Morais Castro Oliveira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005174908051947,Louise Helena Guimarães de Oliveira,13,2014,2021,0,,,4,2019,2020,0,,,0,,,5,2013,2014,11,2015,2019
0005214625835359,Aline dos Santos Silva,5,2011,2010,0,,,0,,,0,,,0,,,8,2009,2011,4,2009,2009
0005226896935928,Taise Colpani,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005233551258636,Joao Paulo Gomes do Nascimento,1,2021,2021,0,,,0,,,0,,,0,,,0,,,2,2014,2014
0005256048362937,Miriam Lange Guerra,0,,,0,,,0,,,1,2008,2008,0,,,0,,,4,2009,2008
0005276744458116,Osmar Rezende de Abreu Pastore,1,2004,2004,7,2006,2014,0,,,2,2004,2004,0,,,0,,,6,2002,2003
0005310151557397,Rogério Brambila de Carvalho,0,,,0,,,1,2008,2008,0,,,0,,,0,,,10,2001,2008
0005329854995245,Aline Cavaliere de Nijs,0,,,0,,,0,,,0,,,0,,,6,2003,2002,9,2007,2002
0005331062185332,Fernando Sigulem,3,2008,2010,0,,,0,,,1,2006,2006,1,2007,2007,1,2008,2008,1,2006,2006
0005354848217478,Márcia Estela Daltoé da Silva Krampe,2,2020,2018,1,2019,2019,0,,,0,,,0,,,0,,,1,2020,2020
,Martha Azevedo de Siqueira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005362232109247,Tiago Cesar da Silva,0,,,0,,,0,,,0,,,0,,,0,,,9,2010,2019
0005362246662882,João Carlos de Aguiar Nascimento,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005381427207346,Marcelo Makoto Oizumi,1,2001,2001,0,,,0,,,7,1996,2004,1,2004,2004,0,,,0,,
0005388199022726,Priscila Telles de Oliveira,0,,,0,,,0,,,1,2017,2017,1,2017,2017,0,,,10,2013,2016
0005388876750430,Celia Maria de Souza Sanches Vieira,5,2005,2011,0,,,0,,,9,1999,2001,21,1999,2007,3,2003,2003,37,2003,2011
0005403558706380,Alice do Carmo Precci Lopes,7,2016,2020,0,,,0,,,3,2016,2018,0,,,3,2012,2015,9,2010,2010
0005404589825002,Aramice Francisco de Souza,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005409683266393,Ana Cristina de Lima Santos,1,2021,2021,0,,,1,2018,2018,22,2016,2017,0,,,2,2017,2017,15,2002,2017
0005411438194769,Lídio Sânzio Gurgel Martiniano,0,,,0,,,0,,,13,2004,2004,0,,,68,2003,2008,1,2009,2009
0005459060731167,Thiago Cesar Bezerra Moreno,1,2017,2017,0,,,0,,,5,2015,2017,0,,,0,,,1,2015,2015
0005460405097787,Walkyria Silva Ferreira,0,,,0,,,0,,,7,2014,2017,0,,,0,,,8,2011,2016
0005463882882068,Marina Sena Lopes da Silva Sacchetto,9,2006,2021,0,,,0,,,0,,,12,2005,2012,0,,,8,2005,2013
0005463927360162,Aparecida Bueno Nogueira,2,1997,1991,1,1993,1993,0,,,0,,,0,,,0,,,1,1997,1997
0005507611891188,Cracios Clinton Consul,1,2014,2014,1,2015,2015,0,,,0,,,0,,,0,,,1,2014,2014
0005515643064487,Joamir Henrique da Silva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005518347969317,Marcus Vinicius Canela,0,,,0,,,0,,,0,,,6,1999,2000,0,,,4,1999,1999
0005520092395518,Reginaldo Paulo Giassi,0,,,0,,,0,,,0,,,1,2013,2013,0,,,2,2013,2012
0005558843039794,Letícia Sausen Hamester,0,,,0,,,0,,,9,2007,2012,0,,,0,,,3,2008,2010
0005576048907083,Bianca de Oliveira Ramiro,2,2018,2019,0,,,1,2019,2019,0,,,7,2014,2016,2,2016,2015,6,2016,2016
0005596648356647,Natália Santos de Santana,1,2016,2016,0,,,0,,,0,,,0,,,1,2013,2013,3,2013,2013
0005609002723983,Ursula Simões da Costa Cunha Vasconcellos,4,2014,2014,0,,,2,2014,2017,3,2016,2013,0,,,0,,,8,2010,2013
0005614199579039,Edilene Gianelli Lopes,3,2014,2013,1,2019,2019,0,,,0,,,1,2016,2016,0,,,0,,
0005652399694251,Fabiane Veras Klein de Aquino,0,,,0,,,0,,,0,,,0,,,0,,,1,2012,2012
,Maria de Fátima Lima de Avila,1,2005,2005,5,1996,2002,0,,,0,,,0,,,0,,,1,2003,2003
0005663351692574,Ilka Monique da Costa Lima,0,,,0,,,0,,,5,2013,2013,3,2013,2015,0,,,9,2011,2015
0005687923730785,Isabel Cristina Blum Schneider,1,2018,2018,0,,,1,2017,2017,1,2018,2018,1,2014,2014,0,,,2,2018,2014
0005695577020947,Joana Mara Polycarpo Ferreira da Silva,1,2014,2014,0,,,0,,,0,,,0,,,0,,,0,,
0005704101185578,Sheila Ferreira Kuno,0,,,0,,,0,,,0,,,0,,,0,,,1,1998,1998
0005708345314718,Daniella Reis Fernandes Teles,2,2012,2017,0,,,0,,,0,,,12,2009,2018,3,2013,2013,11,2008,2010
0005712041028657,Elvis Amsterdã do Nascimento Pachêco,0,,,0,,,0,,,0,,,2,2018,2001,0,,,0,,
,Maria Suzete Sousa,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005747093391879,Alex Pessa Pio,0,,,0,,,0,,,0,,,1,1999,1999,0,,,3,1999,2007
,Márcia Aniceto Hargreaves,0,,,0,,,0,,,0,,,1,2001,2001,0,,,0,,
0005769830859763,José Edson Mora,0,,,0,,,0,,,0,,,0,,,0,,,11,2012,2012
,Amanda Magaton,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005799199227330,Júlia Santiago de Matos Monteiro Lira,6,2017,2018,0,,,1,2020,2020,11,2016,2016,0,,,0,,,0,,
0005814269868869,Jorge Kawamura,0,,,0,,,0,,,2,2006,2010,0,,,2,2009,2012,13,2007,2004
0005836210957187,Luíza Merlini Garcia Dalagnol,4,2016,2016,0,,,0,,,2,2016,2016,15,2013,2016,0,,,13,2014,2016
0005855279586138,Deise Maria Bourscheidt,9,2011,2010,0,,,1,2017,2017,19,2008,2013,11,2008,2015,1,2015,2015,10,2007,2019
0005886898168627,Massakazu Takakura,4,1997,1990,2,2013,2011,0,,,13,2002,2005,0,,,0,,,0,,
0005889223242061,Onair Zorzal Correia Júnior,1,2020,2020,0,,,0,,,1,2020,2020,6,2016,2018,1,2013,2013,10,2012,2015
0005918865322302,Leandro Ramos Martins,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0005980109263320,Marcos Valerio Martins Soares,3,2016,2013,0,,,1,2017,2017,3,2011,2011,4,2011,2012,0,,,7,2003,2019
0005993441938481,Odirlei Dias Pereira,2,2006,2007,0,,,0,,,1,2004,2004,9,2004,2008,0,,,1,2007,2007
0006050014380111,César Alves Carneiro,0,,,3,2017,2017,0,,,0,,,5,2013,2015,5,2013,2013,4,2011,2018
0006059433875642,Silas Marques Ferreira,0,,,0,,,0,,,0,,,0,,,4,2007,2008,4,2006,2007
0006070474521947,Tatiane Dulcineia Silva,14,2018,2021,0,,,0,,,0,,,9,2015,2015,0,,,0,,
0006072016824325,Paulo Ricardo dos Santos Gomes,0,,,0,,,0,,,2,2018,2017,0,,,0,,,3,2017,2018
0006072212670771,Luis Fernando Beux,5,2006,2012,0,,,6,2008,2008,6,2000,2003,28,2001,2013,5,2007,2013,3,2008,2009
0006098768484440,Anayara Gomes dos Santos,1,2008,2008,0,,,0,,,3,2011,2011,0,,,0,,,5,2008,2008
0006130840932736,Tamyris Madeira de Brito,4,2016,2014,0,,,3,2017,2016,2,2016,2016,2,2013,2013,0,,,1,2015,2015
0006164585784213,Marcos Ricardo Covre,0,,,0,,,1,2015,2015,3,2013,2015,0,,,0,,,1,2011,2011
0006218345567070,Débora Cristina Baraldi,1,2011,2011,0,,,0,,,0,,,30,2008,2011,0,,,5,2009,2005
0006220302138247,Ademar Oliveira Cirne Filho,0,,,2,2003,2013,1,2020,2020,0,,,0,,,0,,,9,2005,2019
0006242022079242,Iglenho Burtet Bernardes,0,,,0,,,1,2014,2014,0,,,0,,,0,,,2,2015,2016
0006263489311010,Guilherme Mateus Dias Barbosa,2,2020,2019,0,,,0,,,0,,,4,2011,2011,3,2012,2012,0,,
0006265659506226,Dayane de Fátima Schmidt,1,2020,2020,0,,,0,,,0,,,1,2016,2016,0,,,6,2016,2021
0006279264194853,Marcus Vinicius dos Reis Venditti,2,2020,2020,4,2010,2008,0,,,3,2017,2017,0,,,0,,,3,2019,2020
0006299786356829,Leandro Faleiros Garcia,1,2008,2008,0,,,0,,,0,,,3,2006,2009,0,,,0,,
0006304975186634,Martinho Guilherme Fonseca Soares,4,2016,2020,1,2021,2021,3,2019,2019,6,2016,2016,0,,,0,,,11,2015,2016
0006304997327992,Luiza Fernandes Tem Tem,0,,,0,,,0,,,0,,,0,,,0,,,2,2012,2013
0006315482369236,Vanessa Melato da Silva,0,,,0,,,0,,,0,,,2,2015,2015,4,2015,2015,1,2015,2015
0006324279145144,Luís Raul Andrade,0,,,0,,,1,2012,2012,0,,,0,,,0,,,0,,
0006326109367726,Paula Cristina Piva,0,,,0,,,0,,,5,2008,2012,7,2008,2016,0,,,8,2003,2002
,Gilda Maria Monteiro Chaves,0,,,0,,,0,,,1,1994,1994,0,,,0,,,0,,
0006356299626730,Mario Cesar Fernandez de Salles,0,,,0,,,0,,,0,,,0,,,0,,,1,2007,2007
0006363558755285,Paulo Henrique Cardoso de Souza,1,2008,2008,0,,,0,,,0,,,0,,,0,,,2,2004,2005
0006365074296754,Fabiana Beckert,0,,,1,2008,2008,0,,,0,,,0,,,0,,,1,2006,2006
,Marinez Siveris,0,,,1,2010,2010,1,2008,2008,3,2001,2007,0,,,0,,,7,2008,2012
0006389507727264,Raimundo Afonso Cardoso Delgado,0,,,0,,,2,2018,2006,3,2004,2004,2,2004,2005,3,2003,2017,5,2003,2017
0006408801135916,José Rogerio da Silva,0,,,0,,,0,,,1,2015,2015,0,,,0,,,0,,
0006416283096434,Thais Elena Lotumolo,1,2015,2015,0,,,2,2013,2012,2,2011,2013,1,2011,2011,0,,,5,2011,2011
0006425020886832,Eduardo Soares de Abreu,0,,,0,,,0,,,4,2014,2016,3,2013,2014,2,2016,2018,1,2016,2016
0006430240175314,Carlos Alberto Abrantes,1,2006,2006,0,,,1,2007,2007,0,,,0,,,0,,,0,,
0006431405091029,Ricardo de Campos Leinig,0,,,0,,,1,2017,2017,1,2004,2004,1,2004,2004,0,,,1,2004,2004
0006432267938903,Fernanda Ely Borba,1,2019,2019,0,,,0,,,10,2004,2009,15,2003,2005,1,2004,2004,31,2008,2013
0006447218441050,Juliana Cortes Paes,0,,,0,,,0,,,1,2007,2007,4,2008,2008,0,,,8,2008,2008
0006448816555248,Jéssica Barata da Silva,2,2014,2020,0,,,0,,,0,,,3,2013,2011,0,,,6,2011,2017
0006454675265402,Chan Fang Lin,0,,,0,,,0,,,1,2013,2013,0,,,0,,,1,2013,2013
0006487330661424,Cristiane Tângari Dib Finholdt,4,2003,2010,0,,,0,,,7,2003,2003,2,2007,2009,0,,,9,2003,2007
0006511302424424,Antônio Eduardo Martins Amorim,6,2012,2017,0,,,0,,,0,,,6,2012,2012,0,,,14,2012,2007
0006521124885006,Elso de Freitas Moisinho Filho,0,,,0,,,0,,,7,2003,2003,0,,,0,,,6,2003,2008
,Leonardo Lisbôa,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0006528777758770,Marili de Souza Gomes,4,1997,2008,0,,,0,,,0,,,1,2007,2007,0,,,2,2007,2007
